Churn,customerID,Contract,OnlineBackup,MonthlyCharges,InternetService,StreamingTV,DeviceProtection,MultipleLines,TotalCharges,Dependents,gender,PaperlessBilling,PhoneService,TechSupport,Partner,tenure,PaymentMethod,SeniorCitizen,StreamingMovies,OnlineSecurity,SeniorCitizenLabel,PartnerLabel,DependentsLabel,PhoneServiceLabel,PaperlessLabel,ServiceFamily,PaymentFamily,support_depth,stream_depth,service_count,tenure_band,monthly_charge_band,bill_per_month,bill_pressure,household_score,profile_code,row_variant,dup_sig,col_order_key
0,6681-ZSEXG,Two year,Yes,59.5,DSL,No,Yes,Yes,3389.25,No,Male,No,Yes,No,Yes,56,Credit card (automatic),0,No,No,non_senior,partnered,none,active_line,paper,DSL_Two year,Credit card (automatic)_No,2.0,0,4,very_long,high,60.52,1.04,1,very_long_Two year_Credit card (automatic),base,SEXG_base,438
0,3721-WKIIL,Two year,No internet service,19.6,No,No internet service,No internet service,No,561.15,No,Female,Yes,Yes,No internet service,No,27,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paperless,No_Two year,Mailed check_Yes,0.0,0,0,long,low,20.78,0.7,0,long_Two year_Mailed check,base,KIIL_base,845
0,2957-JIRMN,One year,No,84.45,Fiber optic,Yes,No,Yes,4959.15,No,Female,No,Yes,No,No,62,Electronic check,1,No,No,senior,single,none,active_line,paper,Fiber optic_One year,Electronic check_No,0.0,1,3,very_long,very_high,79.99,1.34,0,very_long_One year_Electronic check,base,IRMN_base,5144
0,0795-GMVQO,One year,Yes,109.9,Fiber optic,Yes,Yes,Yes,7332.4,No,Male,No,Yes,No,Yes,67,Credit card (automatic),0,Yes,Yes,non_senior,partnered,none,active_line,paper,Fiber optic_One year,Credit card (automatic)_No,3.0,2,7,very_long,very_high,109.44,1.62,1,very_long_One year_Credit card (automatic),base,MVQO_base,3971
0,9584-EXCDZ,Month-to-month,No,70.5,Fiber optic,No,No,No,1165.6,No,Female,No,Yes,No,No,17,Bank transfer (automatic),0,No,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Bank transfer (automatic)_No,0.0,0,1,mid,high,68.56,3.92,0,mid_Month-to-month_Bank transfer (automatic),base,XCDZ_base,5687
0,5193-QLVZB,Two year,Yes,104.75,Fiber optic,Yes,Yes,Yes,6536.5,No,Male,Yes,Yes,No,No,63,Bank transfer (automatic),0,Yes,No,non_senior,single,none,active_line,paperless,Fiber optic_Two year,Bank transfer (automatic)_Yes,2.0,2,6,very_long,very_high,103.75,1.64,0,very_long_Two year_Bank transfer (automatic),base,LVZB_base,451
0,0401-WDBXM,Two year,No,109.26,Fiber optic,Yes,Yes,Yes,6390.85,Yes,Male,Yes,Yes,No,Yes,74,Bank transfer (automatic),0,Yes,Yes,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Two year,Bank transfer (automatic)_Yes,2.0,2,6,very_long,very_high,104.75,1.45,2,very_long_Two year_Bank transfer (automatic),base,DBXM_base,884
0,0305-SQECB,One year,No,34.8,DSL,No,No,No phone service,330.85,Yes,Female,Yes,No,Yes,No,11,Mailed check,0,No,Yes,non_senior,single,dependents,no_line,paperless,DSL_One year,Mailed check_Yes,2.0,0,4,short,mid,36.6,3.0,1,short_One year_Mailed check,base,QECB_base,5056
0,6844-DZKRF,Month-to-month,No,53.05,DSL,No,No,No,128.46,No,Male,Yes,Yes,Yes,No,4,Credit card (automatic),1,No,No,non_senior,single,none,active_line,paperless,DSL_Month-to-month,Credit card (automatic)_Yes,1.0,0,2,very_short,mid,54.62,16.73,0,very_short_Month-to-month_Credit card (automatic),base,ZKRF_base,3716
0,3981-QSVQI,Month-to-month,No internet service,19.7,No,No internet service,No internet service,No,168.9,No,Male,Yes,Yes,No internet service,No,8,Bank transfer (automatic),0,No internet service,No internet service,non_senior,single,none,active_line,paperless,No_Month-to-month,Bank transfer (automatic)_Yes,0.0,0,0,short,low,21.11,2.19,0,short_Month-to-month_Bank transfer (automatic),base,SVQI_base,6311
0,6754-LZUKA,Two year,Yes,80.9,DSL,Yes,Yes,Yes,4932.5,No,Male,No,Yes,No,Yes,61,Bank transfer (automatic),0,Yes,No,non_senior,partnered,none,active_line,paper,DSL_Two year,Bank transfer (automatic)_No,2.0,2,6,very_long,very_high,80.86,1.3,1,very_long_Two year_Bank transfer (automatic),base,ZUKA_base,7606
1,2153-MREFK,One year,No,111.45,Fiber optic,No,Yes,Yes,3716.21,No,Female,Yes,Yes,Yes,Yes,35,Electronic check,0,Yes,Yes,non_senior,partnered,none,active_line,paperless,Fiber optic_One year,Electronic check_Yes,3.0,1,6,long,very_high,101.48,2.61,1,long_One year_Electronic check,base,REFK_base,1368
0,6919-ELBGL,Two year,Yes,114.95,Fiber optic,Yes,Yes,Yes,8196.4,Yes,Male,Yes,Yes,Yes,Yes,72,Bank transfer (automatic),1,Yes,Yes,senior,partnered,dependents,active_line,paperless,Fiber optic_Two year,Bank transfer (automatic)_Yes,4.0,2,8,very_long,very_high,113.84,1.57,2,very_long_Two year_Bank transfer (automatic),base,LBGL_base,6433
0,2558-BUOZZ,One year,Yes,96.61,Fiber optic,Yes,No,Yes,4611.13,No,Male,No,Yes,No,No,47,Bank transfer (automatic),0,No,Yes,non_senior,single,none,active_line,paper,Fiber optic_One year,Bank transfer (automatic)_No,2.0,1,5,long,very_high,96.51,1.98,0,long_One year_Bank transfer (automatic),shadow,UOZZ_shadow,4563
1,4250-ZBWLV,One year,Yes,108.45,Fiber optic,Yes,Yes,Yes,7176.55,No,Male,No,Yes,Yes,No,68,Electronic check,0,Yes,No,non_senior,single,none,active_line,paper,Fiber optic_One year,Electronic check_No,3.0,2,7,very_long,very_high,105.54,1.57,0,very_long_One year_Electronic check,base,BWLV_base,4016
1,8399-YNDCH,Month-to-month,No,60.05,DSL,Yes,Yes,No,1236.15,No,Male,Yes,Yes,No,No,21,Bank transfer (automatic),1,No,No,senior,single,none,active_line,paperless,DSL_Month-to-month,Bank transfer (automatic)_Yes,1.0,1,3,mid,high,58.86,2.73,0,mid_Month-to-month_Bank transfer (automatic),base,NDCH_base,1735
0,0315-LVCRK,Month-to-month,No,84.8,Fiber optic,No,Yes,No,888.75,No,Male,No,Yes,No,No,11,Electronic check,0,Yes,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,1.0,1,3,short,very_high,80.8,7.07,0,short_Month-to-month_Electronic check,base,VCRK_base,6081
0,6476-EPYZR,Month-to-month,No internet service,20.5,No,No internet service,No internet service,No,255.5,Yes,Male,No,Yes,No internet service,Yes,12,Mailed check,0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_Month-to-month,Mailed check_No,0.0,0,0,mid,lower_mid,21.29,1.58,2,mid_Month-to-month_Mailed check,base,PYZR_base,4192
1,7576-OYWBN,Month-to-month,No,76.05,Fiber optic,No,No,Yes,231.8,No,Male,Yes,Yes,No,No,3,Electronic check,1,No,No,senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,0.0,0,2,very_short,high,77.27,19.01,0,very_short_Month-to-month_Electronic check,base,YWBN_base,348
1,7394-FKDNK,Month-to-month,No,89.45,Fiber optic,Yes,No,No,853.1,No,Female,No,Yes,No,Yes,9,Electronic check,0,Yes,No,non_senior,partnered,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,0.0,2,3,short,very_high,94.79,8.94,1,short_Month-to-month_Electronic check,base,KDNK_base,4312
0,7718-RXDGG,Month-to-month,No,68.6,Fiber optic,No,No,No,1108.6,No,Male,Yes,Yes,No,Yes,15,Bank transfer (automatic),0,No,No,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Bank transfer (automatic)_Yes,0.0,0,1,mid,high,73.91,4.29,1,mid_Month-to-month_Bank transfer (automatic),base,XDGG_base,1486
0,8212-DJRCH,Month-to-month,No,90.35,Fiber optic,No,Yes,No,434.5,Yes,Male,Yes,Yes,No,Yes,5,Mailed check,0,Yes,Yes,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Month-to-month,Mailed check_Yes,2.0,1,4,short,very_high,86.9,15.06,2,short_Month-to-month_Mailed check,base,JRCH_base,3307
1,6317-YPKDH,Month-to-month,Yes,29.95,DSL,No,No,No phone service,29.95,No,Female,No,No,No,No,1,Bank transfer (automatic),0,No,No,non_senior,single,none,no_line,paper,DSL_Month-to-month,Bank transfer (automatic)_No,1.0,0,3,very_short,lower_mid,29.95,14.98,0,very_short_Month-to-month_Bank transfer (automatic),base,PKDH_base,2530
1,5502-RLUYV,Month-to-month,Yes,103.95,Fiber optic,Yes,Yes,Yes,7446.9,Yes,Female,Yes,Yes,No,Yes,69,Electronic check,0,Yes,No,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,2.0,2,6,very_long,very_high,107.93,1.48,2,very_long_Month-to-month_Electronic check,base,LUYV_base,5744
0,6789-HJBWG,Month-to-month,Yes,49.4,DSL,No,No,No,611.65,No,Female,Yes,Yes,No,No,12,Electronic check,0,No,No,non_senior,single,none,active_line,paperless,DSL_Month-to-month,Electronic check_Yes,1.0,0,2,mid,mid,50.97,3.8,0,mid_Month-to-month_Electronic check,base,JBWG_base,6313
0,1837-YQUCE,Two year,No,58.35,DSL,Yes,Yes,No phone service,4214.25,No,Female,Yes,No,Yes,No,70,Bank transfer (automatic),0,Yes,Yes,non_senior,single,none,no_line,paperless,DSL_Two year,Bank transfer (automatic)_Yes,3.0,2,7,very_long,high,60.2,0.82,0,very_long_Two year_Bank transfer (automatic),base,QUCE_base,7253
1,9576-ANLXO,Month-to-month,No,80.51,Fiber optic,No,No,No,208.7,No,Female,Yes,Yes,No,No,3,Bank transfer (automatic),1,No,No,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Bank transfer (automatic)_Yes,0.0,0,1,very_short,high,74.1,17.39,0,very_short_Month-to-month_Bank transfer (automatic),base,NLXO_base,6218
0,1301-LOPVR,One year,Yes,55.35,DSL,No,Yes,No phone service,1636.95,Yes,Male,Yes,No,Yes,Yes,29,Credit card (automatic),0,Yes,Yes,non_senior,partnered,dependents,no_line,paperless,DSL_One year,Credit card (automatic)_Yes,4.0,1,7,long,high,56.45,1.84,2,long_One year_Credit card (automatic),base,OPVR_base,2382
0,7771-ZONAT,Two year,No,56.75,DSL,Yes,Yes,No phone service,1304.85,No,Male,No,No,Yes,No,22,Bank transfer (automatic),0,Yes,No,non_senior,single,none,no_line,paper,DSL_Two year,Bank transfer (automatic)_No,2.0,2,6,mid,high,59.31,2.47,0,mid_Two year_Bank transfer (automatic),base,ONAT_base,7405
0,8496-DMZUK,One year,Yes,90.4,Fiber optic,No,Yes,Yes,2820.65,No,Male,No,Yes,No,No,30,Bank transfer (automatic),0,No,Yes,non_senior,single,none,active_line,paper,Fiber optic_One year,Bank transfer (automatic)_No,3.0,0,5,long,very_high,94.02,2.92,0,long_One year_Bank transfer (automatic),base,MZUK_base,5562
1,1980-KXVPM,Month-to-month,No,75.05,Fiber optic,No,No,Yes,256.25,No,Female,Yes,Yes,No,No,3,Credit card (automatic),1,No,No,senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Credit card (automatic)_Yes,0.0,0,2,very_short,high,85.42,18.76,0,very_short_Month-to-month_Credit card (automatic),base,XVPM_base,1664
1,0947-MUGVO,Month-to-month,Yes,73.65,Fiber optic,No,No,No,1463.5,No,Male,Yes,Yes,No,Yes,20,,1,No,No,senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,,0,2,mid,high,73.18,3.51,1,mid_Month-to-month_Electronic check,base,UGVO_base,3787
0,5439-WIKXB,Month-to-month,Yes,94.55,Fiber optic,Yes,No,No,3851.45,No,Male,Yes,Yes,No,Yes,41,Electronic check,1,Yes,No,senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,1.0,2,4,long,very_high,93.94,2.25,1,long_Month-to-month_Electronic check,base,IKXB_base,6262
1,6961-VCPMC,Month-to-month,No,80.4,Fiber optic,No,No,No,3605.2,No,Male,Yes,Yes,No,Yes,46,Electronic check,1,Yes,No,senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,0.0,1,2,long,very_high,78.37,1.71,1,long_Month-to-month_Electronic check,base,CPMC_base,3061
0,0314-TKOSI,Month-to-month,Yes,50.83,DSL,No,No,No,311.52,No,Female,No,Yes,No,No,7,Mailed check,0,No,Yes,non_senior,single,none,active_line,paper,DSL_Month-to-month,Mailed check_No,2.0,0,3,short,high,53.82,7.88,0,short_Month-to-month_Mailed check,base,KOSI_base,6251
0,1845-ZLLIG,Month-to-month,Yes,50.15,DSL,No,No,No,50.15,No,Male,Yes,Yes,No,No,1,Mailed check,0,No,No,non_senior,single,none,active_line,paperless,DSL_Month-to-month,Mailed check_Yes,1.0,0,2,very_short,mid,50.15,25.08,0,very_short_Month-to-month_Mailed check,base,LLIG_base,6757
0,1814-DKOLC,Month-to-month,No internet service,25.45,No,No internet service,No internet service,Yes,134.75,No,Female,No,Yes,No internet service,No,5,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paper,No_Month-to-month,Mailed check_No,0.0,0,1,short,lower_mid,26.95,4.24,0,short_Month-to-month_Mailed check,base,KOLC_base,1807
0,4727-MCYZG,Month-to-month,No,55.55,DSL,No,No,No,55.55,No,Male,No,Yes,No,No,1,Mailed check,0,Yes,No,non_senior,single,none,active_line,paper,DSL_Month-to-month,Mailed check_No,0.0,1,2,very_short,high,55.55,27.78,0,very_short_Month-to-month_Mailed check,base,CYZG_base,7740
0,7398-HPYZQ,Two year,Yes,90.55,DSL,Yes,Yes,Yes,6404.0,No,Male,No,Yes,Yes,Yes,71,Bank transfer (automatic),0,Yes,Yes,non_senior,partnered,none,active_line,paper,DSL_Two year,Bank transfer (automatic)_No,4.0,2,8,very_long,very_high,90.2,1.26,1,very_long_Two year_Bank transfer (automatic),base,PYZQ_base,7041
1,5673-FSSMF,Month-to-month,No,60.15,DSL,No,No,Yes,60.15,No,Female,Yes,Yes,No,No,1,Electronic check,0,Yes,No,non_senior,single,none,active_line,paperless,DSL_Month-to-month,Electronic check_Yes,0.0,1,3,very_short,high,60.15,30.08,0,very_short_Month-to-month_Electronic check,base,SSMF_base,3525
0,4188-FRABG,Month-to-month,Yes,103.05,Fiber optic,Yes,Yes,Yes,5925.75,No,Male,Yes,Yes,Yes,Yes,57,Electronic check,0,No,Yes,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,4.0,1,7,very_long,very_high,103.96,1.78,1,very_long_Month-to-month_Electronic check,base,RABG_base,4545
0,3612-YUNGG,Two year,Yes,102.69,Fiber optic,Yes,Yes,Yes,6241.95,Yes,Male,Yes,Yes,Yes,Yes,63,Credit card (automatic),1,Yes,No,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Two year,Credit card (automatic)_Yes,3.0,2,7,very_long,very_high,105.33,1.68,2,very_long_Two year_Credit card (automatic),base,UNGG_base,6575
0,9359-UGBTK,One year,No,72.35,DSL,No,Yes,No,4991.5,No,Female,Yes,Yes,Yes,No,67,Bank transfer (automatic),0,Yes,Yes,non_senior,single,none,active_line,paperless,DSL_One year,Bank transfer (automatic)_Yes,3.0,1,5,very_long,high,74.5,1.06,0,very_long_One year_Bank transfer (automatic),base,GBTK_base,1820
0,0620-DLSLK,Month-to-month,No,81.9,Fiber optic,Yes,No,No,1028.9,No,Female,Yes,Yes,No,No,13,Mailed check,0,No,No,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Mailed check_Yes,0.0,1,2,mid,very_high,79.15,5.85,0,mid_Month-to-month_Mailed check,base,LSLK_base,4562
0,5973-EJGDP,Month-to-month,Yes,87.35,Fiber optic,No,Yes,Yes,4473.0,No,Male,Yes,Yes,Yes,No,51,Electronic check,0,No,No,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,3.0,0,5,very_long,very_high,87.71,1.68,0,very_long_Month-to-month_Electronic check,base,JGDP_base,3417
1,6845-RGTYS,Month-to-month,Yes,98.75,Fiber optic,Yes,Yes,Yes,4533.7,No,Female,Yes,Yes,No,Yes,47,Electronic check,0,No,Yes,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,3.0,1,6,long,very_high,96.46,2.06,1,long_Month-to-month_Electronic check,base,GTYS_base,59
0,2160-GPFXD,Two year,Yes,65.65,DSL,No,No,Yes,3566.7,Yes,Male,Yes,Yes,Yes,Yes,54,Credit card (automatic),0,No,Yes,non_senior,partnered,dependents,active_line,paperless,DSL_Two year,Credit card (automatic)_Yes,3.0,0,5,very_long,high,66.05,1.19,2,very_long_Two year_Credit card (automatic),base,PFXD_base,11
0,1813-JLKWR,One year,No internet service,21.12,No,No internet service,No internet service,No,1198.54,Yes,Female,No,Yes,No internet service,Yes,66,Bank transfer (automatic),1,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_One year,Bank transfer (automatic)_No,0.0,0,0,very_long,low,20.89,0.3,2,very_long_One year_Bank transfer (automatic),base,LKWR_base,584
0,4291-SHSBH,Month-to-month,No,69.55,Fiber optic,No,No,No,521.35,No,Male,Yes,Yes,No,No,7,Electronic check,0,No,No,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,0.0,0,1,short,high,74.48,8.69,0,short_Month-to-month_Electronic check,base,HSBH_base,2137
1,3755-JBMNH,Month-to-month,No,71.8,Fiber optic,No,No,No,1167.8,No,Male,Yes,Yes,No,Yes,16,Bank transfer (automatic),1,No,No,senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Bank transfer (automatic)_Yes,0.0,0,1,mid,high,72.99,4.22,1,mid_Month-to-month_Bank transfer (automatic),base,BMNH_base,5586
0,2387-KDZQY,One year,No internet service,20.1,No,No internet service,No internet service,No,279.5,No,Male,Yes,Yes,No internet service,No,17,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paperless,No_One year,Mailed check_Yes,0.0,0,0,mid,lower_mid,16.44,1.12,0,mid_One year_Mailed check,base,DZQY_base,2715
0,7297-DVYGA,One year,No internet service,19.14,No,No internet service,No internet service,No,1060.19,No,Female,Yes,Yes,No internet service,No,50,Bank transfer (automatic),0,No internet service,No internet service,non_senior,single,none,active_line,paperless,No_One year,Bank transfer (automatic)_Yes,0.0,0,0,very_long,low,19.55,0.38,0,very_long_One year_Bank transfer (automatic),base,VYGA_base,7317
0,6284-KMNUF,One year,No,98.0,Fiber optic,Yes,No,Yes,5270.6,No,Female,Yes,Yes,No,Yes,56,Electronic check,0,Yes,Yes,non_senior,partnered,none,active_line,paperless,Fiber optic_One year,Electronic check_Yes,1.0,2,5,very_long,very_high,94.12,1.72,1,very_long_One year_Electronic check,base,MNUF_base,1162
0,4847-TAJYI,Month-to-month,No,89.35,Fiber optic,Yes,No,No,567.8,No,Female,Yes,Yes,No,No,6,Electronic check,1,Yes,No,senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,0.0,2,3,short,very_high,94.63,12.76,0,short_Month-to-month_Electronic check,base,AJYI_base,1571
0,9766-HGEDE,One year,No internet service,19.35,No,No internet service,No internet service,No,307.0,No,Female,No,Yes,No internet service,Yes,17,Mailed check,0,No internet service,No internet service,non_senior,partnered,none,active_line,paper,No_One year,Mailed check_No,0.0,0,0,mid,low,18.06,1.08,1,mid_One year_Mailed check,base,GEDE_base,6008
0,3853-LYGAM,Month-to-month,No,95.65,Fiber optic,No,Yes,Yes,1640.0,No,Male,Yes,Yes,Yes,No,17,Bank transfer (automatic),0,Yes,No,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Bank transfer (automatic)_Yes,2.0,1,5,mid,very_high,96.47,5.31,0,mid_Month-to-month_Bank transfer (automatic),base,YGAM_base,1786
0,3594-KADLU,Month-to-month,No,36.28,DSL,No,No,No phone service,103.06,No,Male,No,No,Yes,Yes,5,Mailed check,1,No,Yes,non_senior,partnered,none,no_line,paper,DSL_Month-to-month,Mailed check_No,2.0,0,4,very_short,mid,33.7,8.78,1,very_short_Month-to-month_Mailed check,base,ADLU_base,6027
0,9500-LTVBP,Month-to-month,No,80.05,Fiber optic,No,No,Yes,2835.9,No,Female,No,Yes,Yes,No,35,Credit card (automatic),0,No,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Credit card (automatic)_No,1.0,0,3,long,very_high,81.03,2.22,0,long_Month-to-month_Credit card (automatic),base,TVBP_base,3388
1,8413-VONUO,Month-to-month,Yes,86.49,Fiber optic,Yes,No,No,170.08,No,Male,No,Yes,No,No,0,Electronic check,0,Yes,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,1.0,2,4,very_short,very_high,83.65,31.88,0,very_short_Month-to-month_Electronic check,base,ONUO_base,7167
0,3623-FQBOX,Month-to-month,No internet service,19.95,No,No internet service,No internet service,No,416.4,No,Male,Yes,Yes,No internet service,No,21,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paperless,No_Month-to-month,Mailed check_Yes,0.0,0,0,mid,low,19.83,0.91,0,mid_Month-to-month_Mailed check,base,QBOX_base,1160
0,6122-LJADA,Two year,Yes,90.15,DSL,Yes,Yes,Yes,6237.05,Yes,Male,Yes,Yes,Yes,Yes,70,Credit card (automatic),0,Yes,Yes,non_senior,partnered,dependents,active_line,paperless,DSL_Two year,Credit card (automatic)_Yes,4.0,2,8,very_long,very_high,89.1,1.27,2,very_long_Two year_Credit card (automatic),base,JADA_base,987
0,1663-MHLHE,Month-to-month,No internet service,19.73,No,No internet service,No internet service,No,20.15,No,Male,No,Yes,No internet service,No,1,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paper,No_Month-to-month,Mailed check_No,0.0,0,0,very_short,low,19.2,9.6,0,very_short_Month-to-month_Mailed check,shadow,HLHE_shadow,3973
0,3836-FZSDJ,Two year,No internet service,24.85,No,No internet service,No internet service,Yes,1901.0,No,Male,No,Yes,No internet service,Yes,71,Bank transfer (automatic),1,No internet service,No internet service,senior,partnered,none,active_line,paper,No_Two year,Bank transfer (automatic)_No,0.0,0,1,very_long,lower_mid,26.77,0.35,1,very_long_Two year_Bank transfer (automatic),base,ZSDJ_base,3910
1,9874-QLCLH,Month-to-month,No,104.2,Fiber optic,Yes,Yes,Yes,1743.5,Yes,Female,Yes,Yes,No,Yes,17,Electronic check,0,Yes,Yes,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,2.0,2,6,mid,very_high,102.56,5.79,2,mid_Month-to-month_Electronic check,base,LCLH_base,734
0,0780-XNZFN,Two year,No internet service,21.84,No,No internet service,No internet service,No,1461.66,No,Male,No,Yes,No internet service,No,60,Bank transfer (automatic),0,No internet service,No internet service,non_senior,single,none,active_line,paper,No_Two year,Bank transfer (automatic)_No,0.0,0,0,very_long,lower_mid,19.75,0.36,0,very_long_Two year_Bank transfer (automatic),shadow,NZFN_shadow,1255
0,5893-KCLGT,Two year,No internet service,19.75,No,No internet service,No internet service,No,1567.0,Yes,Female,Yes,Yes,No internet service,No,72,Mailed check,0,No internet service,No internet service,non_senior,single,dependents,active_line,paperless,No_Two year,Mailed check_Yes,0.0,0,0,very_long,low,21.76,0.27,1,very_long_Two year_Mailed check,base,CLGT_base,7760
1,7854-EKTJL,Month-to-month,No internet service,19.6,No,No internet service,No internet service,No,35.85,Yes,Female,Yes,Yes,No internet service,No,2,Electronic check,0,No internet service,No internet service,non_senior,single,dependents,active_line,paperless,No_Month-to-month,Electronic check_Yes,0.0,0,0,very_short,low,17.92,6.53,1,very_short_Month-to-month_Electronic check,base,KTJL_base,741
1,9734-YWGEX,Month-to-month,No,98.3,Fiber optic,Yes,Yes,Yes,923.5,No,Female,No,Yes,No,No,9,Credit card (automatic),0,Yes,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Credit card (automatic)_No,1.0,2,5,short,very_high,102.61,9.83,0,short_Month-to-month_Credit card (automatic),base,WGEX_base,663
0,6483-OATDN,Month-to-month,No,51.3,DSL,No,No,No,411.6,Yes,Male,Yes,Yes,No,Yes,8,Credit card (automatic),0,No,Yes,non_senior,partnered,dependents,active_line,paperless,DSL_Month-to-month,Credit card (automatic)_Yes,1.0,0,2,short,mid,51.45,5.7,2,short_Month-to-month_Credit card (automatic),base,ATDN_base,1359
0,7361-YPXFS,Month-to-month,Yes,64.45,DSL,No,Yes,Yes,1867.6,No,Female,No,Yes,Yes,No,28,Bank transfer (automatic),1,No,No,senior,single,none,active_line,paper,DSL_Month-to-month,Bank transfer (automatic)_No,3.0,0,5,long,high,66.7,2.22,0,long_Month-to-month_Bank transfer (automatic),base,PXFS_base,6533
0,2773-OVBPK,Two year,Yes,111.3,Fiber optic,Yes,Yes,Yes,7567.2,No,Male,Yes,Yes,Yes,Yes,67,Bank transfer (automatic),0,Yes,No,non_senior,partnered,none,active_line,paperless,Fiber optic_Two year,Bank transfer (automatic)_Yes,3.0,2,7,very_long,very_high,112.94,1.64,1,very_long_Two year_Bank transfer (automatic),base,VBPK_base,3874
0,8181-YHCMF,Two year,Yes,60.3,DSL,Yes,Yes,No phone service,4109.0,Yes,Female,No,No,Yes,Yes,68,Credit card (automatic),0,Yes,No,non_senior,partnered,dependents,no_line,paper,DSL_Two year,Credit card (automatic)_No,3.0,2,7,very_long,high,60.43,0.87,2,very_long_Two year_Credit card (automatic),base,HCMF_base,7227
1,9053-JZFKV,Two year,Yes,116.2,Fiber optic,Yes,Yes,Yes,7752.3,No,Male,No,Yes,Yes,No,67,Credit card (automatic),0,Yes,Yes,non_senior,single,none,active_line,paper,Fiber optic_Two year,Credit card (automatic)_No,4.0,2,8,very_long,very_high,115.71,1.71,0,very_long_Two year_Credit card (automatic),base,ZFKV_base,6614
0,4837-PZTIC,Two year,No,41.9,DSL,No,Yes,No phone service,1875.25,No,Female,No,No,Yes,No,47,Mailed check,0,No,Yes,non_senior,single,none,no_line,paper,DSL_Two year,Mailed check_No,3.0,0,5,long,mid,39.9,0.87,0,long_Two year_Mailed check,base,ZTIC_base,1232
0,0019-EFAEP,Two year,Yes,101.3,Fiber optic,Yes,Yes,Yes,7261.25,No,Female,Yes,Yes,No,No,72,Bank transfer (automatic),0,No,Yes,non_senior,single,none,active_line,paperless,Fiber optic_Two year,Bank transfer (automatic)_Yes,3.0,1,6,very_long,very_high,100.85,1.39,0,very_long_Two year_Bank transfer (automatic),base,FAEP_base,7101
0,8189-HBVRW,Month-to-month,Yes,90.8,Fiber optic,No,Yes,Yes,4921.2,No,Female,No,Yes,No,No,53,Electronic check,0,No,Yes,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,3.0,0,5,very_long,very_high,92.85,1.68,0,very_long_Month-to-month_Electronic check,base,BVRW_base,6871
1,6178-KFNHS,Month-to-month,No,76.25,Fiber optic,No,No,Yes,941.21,Yes,Female,Yes,Yes,No,No,13,Electronic check,0,No,Yes,non_senior,single,dependents,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,1.0,0,3,mid,high,75.77,6.02,1,mid_Month-to-month_Electronic check,shadow,FNHS_shadow,2360
0,4188-PCPIG,Two year,Yes,70.35,DSL,Yes,No,No,4124.65,No,Female,Yes,Yes,Yes,Yes,57,Credit card (automatic),0,No,Yes,non_senior,partnered,none,active_line,paperless,DSL_Two year,Credit card (automatic)_Yes,3.0,1,5,very_long,high,72.36,1.21,1,very_long_Two year_Credit card (automatic),base,CPIG_base,1184
